time,ee_x,ee_y,ee_z,chassis_x,chassis_y,chassis_yaw
6.656733751296997,0.12276361351824755,0.10914993979109436,1.0899260231618029,0.0,0.0,0.0
6.664106130599976,0.12278868457877767,0.10914570084301109,1.0898824535365401,0.0,0.0,0.0
6.6710333824157715,0.12282657855702889,0.10913942404710253,1.0898282834745818,2.1694759574039138e-08,5.7115959146379274e-08,-4.203672317402331e-22
6.678321838378906,0.12286648450195588,0.10913240689012238,1.0897758692237567,4.307183987981261e-08,1.0303780135667072e-07,-1.2661398378566865e-21
6.68571662902832,0.1229035462676027,0.10912523419958385,1.089729108882898,6.653397424174535e-08,1.4151146439763895e-07,9.149148212339657e-20
6.692033767700195,0.12293594284978518,0.10911818318982425,1.0896887714007217,9.119260479776886e-08,1.6861334600976898e-07,1.665028608472784e-19
6.6979756355285645,0.12296335073499302,0.10911137929235591,1.0896545107368767,1.1680588636956421e-07,1.8422575718225022e-07,8.181264201863487e-20
6.7049760818481445,0.12298610334673546,0.10910487852798845,1.0896256371843587,1.4313506074066615e-07,1.8824694913154462e-07,1.676110934164585e-19
6.712575197219849,0.12300498898128466,0.10909864070421933,1.0896013660727928,1.699619919049984e-07,1.8065621938682602e-07,1.6702130157048628e-19
6.718533039093018,0.12302076682335106,0.10909282571703496,1.089580953899702,1.9614895162478746e-07,1.5878648806495978e-07,1.8349456605697607e-19
6.725975513458252,0.12303369801964015,0.10908732655995258,1.0895638921421804,2.2128917707003922e-07,1.213985796212218e-07,3.0225535719741296e-19
6.734961032867432,0.12304418270100898,0.10908212479875391,1.0895496558825661,2.46643015058745e-07,8.22230876419297e-08,3.123655892605129e-19
6.742194890975952,0.12304152506645738,0.10907794606691841,1.0895404815952274,2.720447062342214e-07,3.283483435817199e-08,2.269057010659528e-19
6.75010871887207,0.12300847389096493,0.10907770109528772,1.0895398279724497,3.2157180720271206e-07,-4.728031458008459e-08,2.678677976328868e-19
6.792187452316284,0.12294576760329542,0.10907388965270255,1.0895465480734365,4.6792480618503036e-07,4.509491621689107e-07,3.339710857102773e-19
6.840122222900391,0.12282237792326824,0.10907061086222762,1.0895660308265882,6.884040306617562e-07,6.327682794653696e-07,4.2960389370189655e-19
7.190990924835205,0.12271173868630607,0.10905933805495666,1.089584622535827,1.1233898791001082e-06,1.0278952978257438e-06,4.1104577322785174e-19
7.270093202590942,0.12261274511322343,0.10904805497973408,1.089601294102518,1.4969045958814907e-06,8.131585426258138e-07,3.9058602753495215e-19
7.370614290237427,0.12252223194764836,0.1090379284190721,1.0896167166351425,1.8896686842507533e-06,5.618081970906324e-07,4.745492773012946e-19
7.375581979751587,0.12243895937156438,0.10902939211920655,1.0896310935753863,2.2989904098506377e-06,2.9112017699549186e-07,5.828678979140755e-19
7.399028778076172,0.12237745705170507,0.10902802739378968,1.0896415361516747,2.723639029049258e-06,5.246548372664211e-09,5.808152822922675e-19
7.408329486846924,0.12232527023446702,0.10902890375449638,1.0896504905351023,3.1178564883002405e-06,3.0660593261285547e-07,5.496726186726095e-19
7.412485122680664,0.1222637889627352,0.1090253852389665,1.0896613486892217,3.5200481440030484e-06,6.583121433261065e-07,4.686706420356805e-19
7.426049470901489,0.1222409539925942,0.10902414367783861,1.0896653080504888,3.9754733850792905e-06,4.2943841910568133e-07,5.857652056738197e-19
7.435067415237427,0.12222861198784148,0.1090237855521442,1.0896676720022171,4.279198894506898e-06,1.2945678714962815e-07,4.685806991330046e-19
7.440253973007202,0.12222144540381023,0.1090236443081367,1.08966913038875,4.581709159393794e-06,-1.7545045473274052e-07,4.625297210339422e-19
7.447955131530762,0.12220125490288739,0.1090179484099644,1.089673381209328,4.8828065364221825e-06,-4.856614490306631e-07,5.045284557212138e-19
7.502588987350464,0.12219440576753134,0.10901683420757115,1.0896747954776946,5.221795866134627e-06,-1.4374957382915513e-06,4.1717372063398767e-19
7.507427453994751,0.12219129311761745,0.1090163321609638,1.0896754897106855,5.526162865744726e-06,-1.8501167073545038e-06,6.530386832362122e-19
7.7513909339904785,0.12218996345865943,0.10901620178987181,1.089675815970227,5.829787780007684e-06,-2.2634547468009014e-06,5.746091867286221e-19
7.7762291431427,0.12218951890022535,0.10901618137785461,1.0896759443238075,6.132804695442529e-06,-2.6760543568467103e-06,6.193572723010018e-19
7.781142234802246,0.12218948669168704,0.10901621701087288,1.0896759822465327,6.4356326930603305e-06,-3.0858885779851856e-06,5.676906027430087e-19
7.835612535476685,0.12218967619689781,0.10901630605833378,1.0896759766695825,6.738273787603053e-06,-3.4927436586745756e-06,5.200486755633799e-19
7.8987038135528564,0.12219001710461704,0.10901643419991298,1.089675942087725,7.0406594431744114e-06,-3.897789667324643e-06,5.827432347251837e-19
7.92777681350708,0.12219045012589062,0.10901657904668739,1.0896758863738276,7.3427498238140275e-06,-4.30114415898873e-06,6.643496918869523e-19
7.9461212158203125,0.12219093427273162,0.10901673383965402,1.0896758162598998,7.644600917252868e-06,-4.702311944964451e-06,6.459418615630504e-19
7.951320171356201,0.12219143588453248,0.10901689797764622,1.089675738279606,7.946282496836675e-06,-5.100999719403807e-06,5.044924657462822e-19
7.977536201477051,0.12219192723565024,0.10901707262263477,1.089675658220528,8.247861077756504e-06,-5.496929674184156e-06,6.009620266572047e-19
7.992038249969482,0.12219238658155311,0.10901725920665538,1.0896755807750103,8.549399874590885e-06,-5.889840887298223e-06,5.827888516255482e-19
7.999881029129028,0.12219279718545223,0.10901745899388585,1.0896755096294433,8.850959188061386e-06,-6.2794862271432975e-06,6.07594598325899e-19
8.007194995880127,0.12219314552741332,0.10901767306248995,1.0896754478170123,9.152596922902605e-06,-6.665629317619736e-06,7.193864905906264e-19
8.013960838317871,0.12219342042709677,0.1090179023290512,1.0896753978872111,9.45436914452511e-06,-7.048041652741316e-06,6.649561911116167e-19
8.02106237411499,0.1221936126926678,0.10901814756542665,1.0896753619663802,9.756330500979467e-06,-7.4265002504276456e-06,5.774542606479591e-19
8.027925252914429,0.1221937142060389,0.10901840947680863,1.089675341955809,1.0058534598636622e-05,-7.800785598311096e-06,6.438329688731211e-19
8.87051510810852,0.1221937181898715,0.10901868869062355,1.089675339456963,1.0361034435218685e-05,-8.170679571374911e-06,7.309057631211484e-19
8.98636507987976,0.12219361955894562,0.10901898573938044,1.0896753556796175,1.0663882676288986e-05,-8.535963822262319e-06,6.805371763314685e-19
9.037479877471924,0.12219341414471172,0.10901930112545909,1.0896753916163353,1.096713193871092e-05,-8.896418229835827e-06,7.198732142330332e-19
9.062931776046753,0.12219309851402269,0.10901963534109363,1.0896754480789144,1.1270835176941626e-05,-9.251819200252746e-06,7.803491946999248e-19
9.3010413646698,0.12219266968374076,0.10901998889212242,1.0896755257600401,1.1575045965510561e-05,-9.601938235588509e-06,7.948100971469659e-19
9.391433000564575,0.12219212484837343,0.1090203623243518,1.089675625291248,1.1879818800266348e-05,-9.946540564591864e-06,8.050832765459455e-19
9.593396663665771,0.12219146137948164,0.10902075623007289,1.089675747236056,1.2185209389307172e-05,-1.0285383831702298e-05,9.170818807791631e-19
